location,datetime,sensorType,value
Noora's farm,2020-10-31T18:28:32.873Z,pH,6.50
Noora's farm,2020-10-31T18:28:32.873Z,rainFall,0
Noora's farm,2020-10-30T22:05:07.990Z,temperature,-2.5
Noora's farm,2020-10-31T11:06:16.231Z,temperature,2.4
Noora's farm,2020-11-01T11:06:16.231Z,pH,6.07
Noora's farm,2020-11-01T11:06:16.231Z,rainFall,0
Noora's farm,2020-11-02T06:53:31.657Z,pH,6.54
Noora's farm,2020-11-02T06:53:31.657Z,rainFall,0
Noora's farm,2020-11-02T21:09:42.001Z,temperature,-3.8
Noora's farm,2020-11-02T03:07:37.645Z,temperature,-1.3
Noora's farm,2020-11-03T03:07:37.645Z,pH,6.53
Noora's farm,2020-11-03T03:07:37.645Z,rainFall,3.0
Noora's farm,2020-11-04T09:37:10.818Z,pH,5.66
Noora's farm,2020-11-04T09:37:10.818Z,rainFall,3.1
Noora's farm,2020-11-04T00:04:14.081Z,temperature,-1.8
Noora's farm,2020-11-05T00:04:14.081Z,pH,6.04
Noora's farm,2020-11-05T00:04:14.081Z,rainFall,2.5
Noora's farm,2020-11-06T12:51:43.029Z,pH,6.03
Noora's farm,2020-11-06T12:51:43.029Z,rainFall,2.3
Noora's farm,2020-11-06T12:36:11.063Z,temperature,0.9
Noora's farm,2020-11-07T12:36:11.063Z,pH,6.48
Noora's farm,2020-11-07T12:36:11.063Z,rainFall,0
Noora's farm,2020-11-07T11:54:32.036Z,temperature,10.5
Noora's farm,2020-11-08T11:54:32.036Z,pH,5.65
Noora's farm,2020-11-08T11:54:32.036Z,rainFall,3.2
Noora's farm,2020-11-09T14:01:01.611Z,pH,5.95
Noora's farm,2020-11-09T14:01:01.611Z,rainFall,3.2
Noora's farm,2020-11-08T23:47:48.234Z,temperature,3.0
Noora's farm,2020-11-09T09:43:04.774Z,temperature,7.7
Noora's farm,2020-11-09T02:13:26.551Z,temperature,4.8
Noora's farm,2020-11-10T02:13:26.551Z,pH,6.14
Noora's farm,2020-11-10T02:13:26.551Z,rainFall,2.3
Noora's farm,2020-11-10T08:33:31.911Z,temperature,4.3
Noora's farm,2020-11-11T08:33:31.911Z,pH,5.63
Noora's farm,2020-11-11T08:33:31.911Z,rainFall,0
Noora's farm,2020-11-11T23:36:31.788Z,pH,6.62
Noora's farm,2020-11-11T23:36:31.788Z,rainFall,3.1
Noora's farm,2020-11-12T02:39:56.025Z,temperature,-0.4
Noora's farm,2020-11-13T02:39:56.025Z,pH,6.11
Noora's farm,2020-11-13T02:39:56.025Z,rainFall,5.6
Noora's farm,2020-11-13T04:37:00.338Z,temperature,6.8
Noora's farm,2020-11-13T04:35:17.780Z,temperature,7.3
Noora's farm,2020-11-14T04:35:17.780Z,pH,6.18
Noora's farm,2020-11-14T04:35:17.780Z,rainFall,0
Noora's farm,2020-11-14T04:21:35.010Z,temperature,-4.3
Noora's farm,2020-11-15T04:21:35.010Z,pH,5.95
Noora's farm,2020-11-15T04:21:35.010Z,rainFall,0
Noora's farm,2020-11-15T17:55:12.028Z,temperature,2.4
Noora's farm,2020-11-15T21:30:14.785Z,temperature,-0.2
Noora's farm,2020-11-16T21:30:14.785Z,pH,6.42
Noora's farm,2020-11-16T21:30:14.785Z,rainFall,2.8
Noora's farm,2020-11-16T20:16:46.346Z,temperature,-3.4
Noora's farm,2020-11-17T20:16:46.346Z,pH,6.45
Noora's farm,2020-11-17T20:16:46.346Z,rainFall,0
Noora's farm,2020-11-18T10:59:07.306Z,pH,5.86
Noora's farm,2020-11-18T10:59:07.306Z,rainFall,0
Noora's farm,2020-11-19T15:10:08.677Z,pH,6.39
Noora's farm,2020-11-19T15:10:08.677Z,rainFall,0
Noora's farm,2020-11-18T23:07:51.451Z,temperature,-9.0
Noora's farm,2020-11-19T23:07:51.451Z,pH,6.31
Noora's farm,2020-11-19T23:07:51.451Z,rainFall,4.0
Noora's farm,2020-11-20T14:21:50.570Z,temperature,7.4
Noora's farm,2020-11-21T14:21:50.570Z,pH,6.19
Noora's farm,2020-11-21T14:21:50.570Z,rainFall,6.3
Noora's farm,2020-11-21T03:07:49.293Z,temperature,-1.0
Noora's farm,2020-11-22T03:07:49.293Z,pH,6.37
Noora's farm,2020-11-22T03:07:49.293Z,rainFall,2.5
Noora's farm,2020-11-22T03:09:06.112Z,temperature,-10.2
Noora's farm,2020-11-23T03:09:06.112Z,pH,6.21
Noora's farm,2020-11-23T03:09:06.112Z,rainFall,0
Noora's farm,2020-11-24T00:04:26.838Z,pH,5.96
Noora's farm,2020-11-24T00:04:26.838Z,rainFall,3.4
Noora's farm,2020-11-24T17:07:07.678Z,temperature,-1.7
Noora's farm,2020-11-25T18:30:59.958Z,pH,6.24
Noora's farm,2020-11-25T18:30:59.958Z,rainFall,0
Noora's farm,2020-11-24T23:47:38.614Z,temperature,-11.8
Noora's farm,2020-11-25T02:24:41.546Z,temperature,-9.8
Noora's farm,2020-11-25T08:09:13.054Z,temperature,-5.8
Noora's farm,2020-11-26T08:09:13.054Z,pH,6.39
Noora's farm,2020-11-26T08:09:13.054Z,rainFall,2.9
Noora's farm,2020-11-27T10:16:52.985Z,pH,6.02
Noora's farm,2020-11-27T10:16:52.985Z,rainFall,2.2
Noora's farm,2020-11-28T18:35:51.927Z,pH,6.61
Noora's farm,2020-11-28T18:35:51.927Z,rainFall,6.2
Noora's farm,2020-11-29T02:20:02.410Z,pH,6.13
Noora's farm,2020-11-29T02:20:02.410Z,rainFall,2.5
Noora's farm,2020-11-29T02:47:25.705Z,temperature,2.3
Noora's farm,2020-11-30T11:43:36.314Z,pH,6.54
Noora's farm,2020-11-30T11:43:36.314Z,rainFall,0
Noora's farm,2020-11-30T10:44:07.398Z,temperature,-9.6
Noora's farm,2020-11-30T21:43:09.319Z,temperature,-14.3
Noora's farm,2020-12-01T11:35:14.288Z,pH,6.21
Noora's farm,2020-12-01T11:35:14.288Z,rainFall,3.4
Noora's farm,2020-12-01T01:25:05.312Z,temperature,-1.7
Noora's farm,2020-12-02T01:25:05.312Z,pH,5.66
Noora's farm,2020-12-02T01:25:05.312Z,rainFall,87.1
Noora's farm,2020-12-03T19:24:21.874Z,pH,6.48
Noora's farm,2020-12-03T19:24:21.874Z,rainFall,7.4
Noora's farm,2020-12-04T13:47:42.726Z,pH,6.49
Noora's farm,2020-12-04T13:47:42.726Z,rainFall,0
Noora's farm,2020-12-04T09:33:40.917Z,temperature,-1.3
Noora's farm,2020-12-05T13:18:28.231Z,pH,6.56
Noora's farm,2020-12-05T13:18:28.231Z,rainFall,0
Noora's farm,2020-12-05T01:07:22.655Z,temperature,-13.2
Noora's farm,2020-12-06T11:01:00.700Z,pH,5.65
Noora's farm,2020-12-06T11:01:00.700Z,rainFall,2.3
Noora's farm,2020-12-06T13:19:39.527Z,temperature,0.8
Noora's farm,2020-12-06T06:44:35.353Z,temperature,0.9
Noora's farm,2020-12-07T06:44:35.353Z,pH,6.34
Noora's farm,2020-12-07T06:44:35.353Z,rainFall,2.0
Noora's farm,2020-12-07T04:10:52.383Z,temperature,-9.0
Noora's farm,2020-12-08T04:10:52.383Z,pH,6.36
Noora's farm,2020-12-08T04:10:52.383Z,rainFall,2.6
Noora's farm,2020-12-08T03:55:59.273Z,temperature,-14.3
Noora's farm,2020-12-09T03:55:59.273Z,pH,6.61
Noora's farm,2020-12-09T03:55:59.273Z,rainFall,2.7
Noora's farm,2020-12-10T11:22:46.350Z,pH,6.54
Noora's farm,2020-12-10T11:22:46.350Z,rainFall,6.5
Noora's farm,2020-12-10T18:00:16.075Z,temperature,-4.3
Noora's farm,2020-12-10T05:13:14.539Z,temperature,-3.2
Noora's farm,2020-12-11T05:13:14.539Z,pH,5.67
Noora's farm,2020-12-11T05:13:14.539Z,rainFall,2.3
Noora's farm,2020-12-12T13:17:19.688Z,pH,6.44
Noora's farm,2020-12-12T13:17:19.688Z,rainFall,0
Noora's farm,2020-12-12T13:40:12.649Z,temperature,-8.8
Noora's farm,2020-12-13T13:40:12.649Z,pH,5.94
Noora's farm,2020-12-13T13:40:12.649Z,rainFall,3.2
Noora's farm,2020-12-14T14:31:18.397Z,pH,6.20
Noora's farm,2020-12-14T14:31:18.397Z,rainFall,0
Noora's farm,2020-12-15T07:46:33.847Z,pH,6.04
Noora's farm,2020-12-15T07:46:33.847Z,rainFall,2.1
Noora's farm,2020-12-15T13:03:21.360Z,temperature,-12.5
Noora's farm,2020-12-16T13:03:21.360Z,pH,6.30
Noora's farm,2020-12-16T13:03:21.360Z,rainFall,2.6
Noora's farm,2020-12-16T13:53:25.293Z,temperature,-3.8
Noora's farm,2020-12-17T13:53:25.293Z,pH,6.04
Noora's farm,2020-12-17T13:53:25.293Z,rainFall,2.0
Noora's farm,2020-12-18T00:38:44.604Z,pH,5.78
Noora's farm,2020-12-18T00:38:44.604Z,rainFall,2.1
Noora's farm,2020-12-18T11:27:23.312Z,temperature,-4.2
Noora's farm,2020-12-19T11:27:23.312Z,pH,6.44
Noora's farm,2020-12-19T11:27:23.312Z,rainFall,2.2
Noora's farm,2020-12-20T18:51:36.676Z,pH,6.08
Noora's farm,2020-12-20T18:51:36.676Z,rainFall,2.0
Noora's farm,2020-12-21T16:49:49.088Z,pH,5.78
Noora's farm,2020-12-21T16:49:49.088Z,rainFall,2.4
Noora's farm,2020-12-22T13:56:18.600Z,pH,5.89
Noora's farm,2020-12-22T13:56:18.600Z,rainFall,0
Noora's farm,2020-12-23T16:03:35.351Z,pH,5.95
Noora's farm,2020-12-23T16:03:35.351Z,rainFall,5.3
Noora's farm,2020-12-23T18:51:29.927Z,temperature,-8.9
Noora's farm,2020-12-24T18:51:29.927Z,pH,6.29
Noora's farm,2020-12-24T18:51:29.927Z,rainFall,0
Noora's farm,2020-12-24T12:32:13.733Z,temperature,-16.4
Noora's farm,2020-12-25T12:32:13.733Z,pH,6.06
Noora's farm,2020-12-25T12:32:13.733Z,rainFall,8.4
Noora's farm,2020-12-26T02:24:52.865Z,pH,6.48
Noora's farm,2020-12-26T02:24:52.865Z,rainFall,2.4
Noora's farm,2020-12-26T01:33:03.318Z,temperature,-10.5
Noora's farm,2020-12-27T01:33:03.318Z,pH,6.10
Noora's farm,2020-12-27T01:33:03.318Z,rainFall,2.6
Noora's farm,2020-12-26T23:04:36.433Z,temperature,-20.6
Noora's farm,2020-12-27T23:04:36.433Z,pH,5.95
Noora's farm,2020-12-27T23:04:36.433Z,rainFall,2.4
Noora's farm,2020-12-28T00:54:22.205Z,temperature,-21.6
Noora's farm,2020-12-29T17:01:29.336Z,pH,5.77
Noora's farm,2020-12-29T17:01:29.336Z,rainFall,3.1
Noora's farm,2020-12-29T22:23:44.097Z,pH,6.55
Noora's farm,2020-12-29T22:23:44.097Z,rainFall,0
Noora's farm,2020-12-31T07:37:43.419Z,pH,6.55
Noora's farm,2020-12-31T07:37:43.419Z,rainFall,0
Noora's farm,2021-01-01T15:11:27.534Z,pH,6.00
Noora's farm,2021-01-01T15:11:27.534Z,rainFall,2.7
Noora's farm,2021-01-01T00:22:20.334Z,temperature,-10.8
Noora's farm,2021-01-02T00:22:20.334Z,pH,6.36
Noora's farm,2021-01-02T00:22:20.334Z,rainFall,1.8
Noora's farm,2021-01-02T10:59:30.660Z,temperature,-4.6
Noora's farm,2021-01-03T10:59:30.660Z,pH,6.16
Noora's farm,2021-01-03T10:59:30.660Z,rainFall,3.4
Noora's farm,2021-01-03T23:48:11.387Z,pH,5.65
Noora's farm,2021-01-03T23:48:11.387Z,rainFall,0
Noora's farm,2021-01-04T21:41:02.463Z,temperature,-13.8
Noora's farm,2021-01-05T21:45:10.829Z,pH,5.69
Noora's farm,2021-01-05T21:45:10.829Z,rainFall,1.9
Noora's farm,2021-01-05T10:48:58.267Z,temperature,-6.9
Noora's farm,2021-01-06T10:48:58.267Z,pH,6.36
Noora's farm,2021-01-06T10:48:58.267Z,rainFall,0
Noora's farm,2021-01-07T16:22:18.295Z,pH,5.83
Noora's farm,2021-01-07T16:22:18.295Z,rainFall,2.0
Noora's farm,2021-01-07T06:53:09.188Z,temperature,-9.1
Noora's farm,2021-01-07T23:09:21.702Z,pH,6.09
Noora's farm,2021-01-07T23:09:21.702Z,rainFall,6.1
Noora's farm,2021-01-08T11:50:24.318Z,temperature,-5.8
Noora's farm,2021-01-09T11:50:24.318Z,pH,5.78
Noora's farm,2021-01-09T11:50:24.318Z,rainFall,0
Noora's farm,2021-01-09T15:56:57.629Z,temperature,-8.5
Noora's farm,2021-01-10T15:56:57.629Z,pH,6.34
Noora's farm,2021-01-10T15:56:57.629Z,rainFall,2.2
Noora's farm,2021-01-11T05:50:10.196Z,pH,6.25
Noora's farm,2021-01-11T05:50:10.196Z,rainFall,6.7
Noora's farm,2021-01-11T12:50:27.692Z,temperature,-0.8
Noora's farm,2021-01-12T12:50:27.692Z,pH,6.42
Noora's farm,2021-01-12T12:50:27.692Z,rainFall,0
Noora's farm,2021-01-13T15:09:03.539Z,pH,6.21
Noora's farm,2021-01-13T15:09:03.539Z,rainFall,2.3
Noora's farm,2021-01-13T09:14:17.259Z,temperature,-5.8
Noora's farm,2021-01-12T22:01:57.361Z,temperature,-10.2
Noora's farm,2021-01-13T22:01:57.361Z,pH,6.40
Noora's farm,2021-01-13T22:01:57.361Z,rainFall,2.2
Noora's farm,2021-01-14T19:07:41.806Z,temperature,-13.8
Noora's farm,2021-01-15T19:07:41.806Z,pH,5.95
Noora's farm,2021-01-15T19:07:41.806Z,rainFall,0
Noora's farm,2021-01-16T02:26:43.721Z,pH,5.80
Noora's farm,2021-01-16T02:26:43.721Z,rainFall,3.8
Noora's farm,2021-01-17T16:32:14.336Z,pH,5.69
Noora's farm,2021-01-17T16:32:14.336Z,rainFall,2.7
Noora's farm,2021-01-18T13:55:38.194Z,pH,6.22
Noora's farm,2021-01-18T13:55:38.194Z,rainFall,0
Noora's farm,2021-01-19T09:58:45.529Z,pH,5.87
Noora's farm,2021-01-19T09:58:45.529Z,rainFall,6.6
Noora's farm,2021-01-19T23:00:24.626Z,pH,5.84
Noora's farm,2021-01-19T23:00:24.626Z,rainFall,0
Noora's farm,2021-01-20T08:53:08.446Z,temperature,1.1
Noora's farm,2021-01-21T08:53:08.446Z,pH,6.53
Noora's farm,2021-01-21T08:53:08.446Z,rainFall,1.5
Noora's farm,2021-01-21T19:19:35.677Z,temperature,-8.9
Noora's farm,2021-01-22T00:59:02.433Z,pH,6.05
Noora's farm,2021-01-22T00:59:02.433Z,rainFall,0
Noora's farm,2021-01-23T14:53:08.663Z,pH,5.76
Noora's farm,2021-01-23T14:53:08.663Z,rainFall,1.7
Noora's farm,2021-01-24T11:15:40.551Z,pH,6.36
Noora's farm,2021-01-24T11:15:40.551Z,rainFall,1.6
Noora's farm,2021-01-24T20:20:34.638Z,temperature,-10.1
Noora's farm,2021-01-25T20:20:34.638Z,pH,6.60
Noora's farm,2021-01-25T20:20:34.638Z,rainFall,0
Noora's farm,2021-01-25T01:17:39.200Z,temperature,-12.9
Noora's farm,2021-01-26T05:24:40.040Z,pH,6.62
Noora's farm,2021-01-26T05:24:40.040Z,rainFall,0
Noora's farm,2021-01-26T01:24:54.372Z,temperature,-9.5
Noora's farm,2021-01-27T01:24:54.372Z,pH,6.37
Noora's farm,2021-01-27T01:24:54.372Z,rainFall,4.4
Noora's farm,2021-01-28T04:17:46.114Z,pH,5.91
Noora's farm,2021-01-28T04:17:46.114Z,rainFall,2.0
Noora's farm,2021-01-29T14:31:50.643Z,pH,6.57
Noora's farm,2021-01-29T14:31:50.643Z,rainFall,1.6
Noora's farm,2021-01-30T09:13:25.458Z,pH,6.58
Noora's farm,2021-01-30T09:13:25.458Z,rainFall,0
Noora's farm,2021-01-31T21:18:43.277Z,pH,6.27
Noora's farm,2021-01-31T21:18:43.277Z,rainFall,7.5
Noora's farm,2021-02-01T16:15:15.019Z,pH,6.14
Noora's farm,2021-02-01T16:15:15.019Z,rainFall,4.7
Noora's farm,2021-02-01T04:51:46.932Z,temperature,0.5
Noora's farm,2021-02-02T20:17:41.325Z,pH,5.65
Noora's farm,2021-02-02T20:17:41.325Z,rainFall,1.7
Noora's farm,2021-02-02T05:11:36.332Z,temperature,0.1
Noora's farm,2021-02-03T05:11:36.332Z,pH,5.66
Noora's farm,2021-02-03T05:11:36.332Z,rainFall,1.2
Noora's farm,2021-02-04T12:28:01.255Z,pH,6.21
Noora's farm,2021-02-04T12:28:01.255Z,rainFall,4.0
Noora's farm,2021-02-04T12:17:11.493Z,temperature,-0.4
Noora's farm,2021-02-04T16:51:54.131Z,temperature,-1.6
Noora's farm,2021-02-05T16:51:54.131Z,pH,5.79
Noora's farm,2021-02-05T16:51:54.131Z,rainFall,2.5
Noora's farm,2021-02-06T05:33:25.020Z,pH,6.28
Noora's farm,2021-02-06T05:33:25.020Z,rainFall,0
Noora's farm,2021-02-07T12:31:47.604Z,pH,5.66
Noora's farm,2021-02-07T12:31:47.604Z,rainFall,2.0
Noora's farm,2021-02-06T23:29:32.258Z,temperature,-0.7
Noora's farm,2021-02-07T23:29:32.258Z,pH,6.40
Noora's farm,2021-02-07T23:29:32.258Z,rainFall,0
Noora's farm,2021-02-09T19:43:56.846Z,pH,6.53
Noora's farm,2021-02-09T19:43:56.846Z,rainFall,3.3
Noora's farm,2021-02-09T10:13:39.156Z,temperature,-5.1
Noora's farm,2021-02-10T10:13:39.156Z,pH,5.99
Noora's farm,2021-02-10T10:13:39.156Z,rainFall,1.8
Noora's farm,2021-02-10T06:06:03.939Z,temperature,1.1
Noora's farm,2021-02-11T03:31:26.781Z,pH,6.12
Noora's farm,2021-02-11T03:31:26.781Z,rainFall,1.3
Noora's farm,2021-02-11T11:42:52.469Z,temperature,2.0
Noora's farm,2021-02-12T14:25:45.370Z,pH,6.44
Noora's farm,2021-02-12T14:25:45.370Z,rainFall,2.1
Noora's farm,2021-02-12T18:16:35.978Z,temperature,4.9
Noora's farm,2021-02-12T03:06:41.850Z,temperature,4.7
Noora's farm,2021-02-13T03:06:41.850Z,pH,6.43
Noora's farm,2021-02-13T03:06:41.850Z,rainFall,4.7
Noora's farm,2021-02-14T21:19:23.673Z,pH,6.14
Noora's farm,2021-02-14T21:19:23.673Z,rainFall,1.8
Noora's farm,2021-02-14T02:10:25.976Z,temperature,-0.3
Noora's farm,2021-02-15T02:10:25.976Z,pH,6.19
Noora's farm,2021-02-15T02:10:25.976Z,rainFall,0
Noora's farm,2021-02-15T14:12:08.637Z,temperature,7.8
Noora's farm,2021-02-16T14:12:08.637Z,pH,6.22
Noora's farm,2021-02-16T14:12:08.637Z,rainFall,1.8
Noora's farm,2021-02-17T10:07:44.849Z,pH,6.63
Noora's farm,2021-02-17T10:07:44.849Z,rainFall,2.0
Noora's farm,2021-02-17T01:14:39.662Z,temperature,3.5
Noora's farm,2021-02-17T07:00:16.052Z,temperature,6.7
Noora's farm,2021-02-18T07:00:16.052Z,pH,6.40
Noora's farm,2021-02-18T07:00:16.052Z,rainFall,1.9
Noora's farm,2021-02-18T20:52:55.115Z,temperature,2.0
Noora's farm,2021-02-19T20:52:55.115Z,pH,6.31
Noora's farm,2021-02-19T20:52:55.115Z,rainFall,3.4
Noora's farm,2021-02-20T09:52:44.677Z,pH,5.71
Noora's farm,2021-02-20T09:52:44.677Z,rainFall,2.0
Noora's farm,2021-02-20T14:40:24.251Z,temperature,7.3
Noora's farm,2021-02-21T03:30:56.507Z,pH,6.28
Noora's farm,2021-02-21T03:30:56.507Z,rainFall,2.0
Noora's farm,2021-02-21T00:08:49.285Z,temperature,-3.1
Noora's farm,2021-02-22T02:36:30.201Z,pH,6.44
Noora's farm,2021-02-22T02:36:30.201Z,rainFall,0
Noora's farm,2021-02-22T23:12:59.294Z,pH,5.77
Noora's farm,2021-02-22T23:12:59.294Z,rainFall,2.3
Noora's farm,2021-02-23T07:40:45.749Z,temperature,6.4
Noora's farm,2021-02-24T02:40:20.708Z,pH,5.75
Noora's farm,2021-02-24T02:40:20.708Z,rainFall,2.1
Noora's farm,2021-02-24T11:28:49.494Z,temperature,1.7
Noora's farm,2021-02-24T10:42:00.237Z,temperature,0.4
Noora's farm,2021-02-25T10:42:00.237Z,pH,5.69
Noora's farm,2021-02-25T10:42:00.237Z,rainFall,2.2
Noora's farm,2021-02-26T03:58:15.896Z,pH,6.13
Noora's farm,2021-02-26T03:58:15.896Z,rainFall,2.2
Noora's farm,2021-02-26T12:39:32.521Z,temperature,4.4
Noora's farm,2021-02-27T12:39:32.521Z,pH,6.50
Noora's farm,2021-02-27T12:39:32.521Z,rainFall,156.5
Noora's farm,2021-02-27T04:03:41.144Z,temperature,11.8
Noora's farm,2021-02-28T17:07:47.881Z,pH,6.00
Noora's farm,2021-02-28T17:07:47.881Z,rainFall,0
Noora's farm,2021-03-01T16:53:58.068Z,pH,5.97
Noora's farm,2021-03-01T16:53:58.068Z,rainFall,0
Noora's farm,2021-03-01T09:29:16.055Z,temperature,0.6
Noora's farm,2021-03-01T18:33:32.992Z,temperature,-2.6
Noora's farm,2021-03-02T18:33:32.992Z,pH,6.05
Noora's farm,2021-03-02T18:33:32.992Z,rainFall,0
Noora's farm,2021-03-03T15:25:53.042Z,pH,6.48
Noora's farm,2021-03-03T15:25:53.042Z,rainFall,0
Noora's farm,2021-03-04T21:22:37.228Z,pH,5.77
Noora's farm,2021-03-04T21:22:37.228Z,rainFall,4.8
Noora's farm,2021-03-05T05:25:29.803Z,pH,5.92
Noora's farm,2021-03-05T05:25:29.803Z,rainFall,2.1
Noora's farm,2021-03-06T19:05:21.501Z,pH,6.38
Noora's farm,2021-03-06T19:05:21.501Z,rainFall,2.3
Noora's farm,2021-03-07T17:29:00.697Z,pH,6.12
Noora's farm,2021-03-07T17:29:00.697Z,rainFall,0
Noora's farm,2021-03-08T13:04:03.987Z,pH,6.41
Noora's farm,2021-03-08T13:04:03.987Z,rainFall,2.2
Noora's farm,2021-03-08T07:23:17.541Z,temperature,14.1
Noora's farm,2021-03-09T20:21:33.430Z,pH,5.79
Noora's farm,2021-03-09T20:21:33.430Z,rainFall,0
Noora's farm,2021-03-10T19:52:49.363Z,pH,5.92
Noora's farm,2021-03-10T19:52:49.363Z,rainFall,0
Noora's farm,2021-03-10T22:48:00.191Z,pH,5.91
Noora's farm,2021-03-10T22:48:00.191Z,rainFall,0
Noora's farm,2021-03-11T18:37:14.112Z,temperature,4.5
Noora's farm,2021-03-12T06:49:34.702Z,pH,5.69
Noora's farm,2021-03-12T06:49:34.702Z,rainFall,4.9
Noora's farm,2021-03-12T23:26:56.738Z,pH,5.81
Noora's farm,2021-03-12T23:26:56.738Z,rainFall,0
Noora's farm,2021-03-13T21:19:17.173Z,temperature,0.9
Noora's farm,2021-03-13T16:42:11.467Z,temperature,4.9
Noora's farm,2021-03-13T05:03:33.874Z,temperature,4.0
Noora's farm,2021-03-14T05:03:33.874Z,pH,5.82
Noora's farm,2021-03-14T05:03:33.874Z,rainFall,0
Noora's farm,2021-03-15T01:09:43.024Z,pH,5.96
Noora's farm,2021-03-15T01:09:43.024Z,rainFall,0
Noora's farm,2021-03-16T05:02:03.410Z,pH,6.53
Noora's farm,2021-03-16T05:02:03.410Z,rainFall,1.2
Noora's farm,2021-03-16T23:05:15.196Z,pH,5.99
Noora's farm,2021-03-16T23:05:15.196Z,rainFall,0
Noora's farm,2021-03-18T06:59:31.461Z,pH,5.80
Noora's farm,2021-03-18T06:59:31.461Z,rainFall,0
Noora's farm,2021-03-19T15:31:01.566Z,pH,5.96
Noora's farm,2021-03-19T15:31:01.566Z,rainFall,0
Noora's farm,2021-03-20T06:19:18.113Z,pH,5.93
Noora's farm,2021-03-20T06:19:18.113Z,rainFall,0
Noora's farm,2021-03-20T13:57:35.133Z,temperature,14.2
Noora's farm,2021-03-20T18:37:05.339Z,temperature,11.9
Noora's farm,2021-03-21T18:37:05.339Z,pH,5.98
Noora's farm,2021-03-21T18:37:05.339Z,rainFall,3.2
Noora's farm,2021-03-22T02:01:11.767Z,pH,5.73
Noora's farm,2021-03-22T02:01:11.767Z,rainFall,0
Noora's farm,2021-03-23T17:32:06.252Z,pH,6.27
Noora's farm,2021-03-23T17:32:06.252Z,rainFall,0
Noora's farm,2021-03-24T14:30:46.274Z,pH,6.12
Noora's farm,2021-03-25T13:09:03.664Z,pH,6.03
Noora's farm,2021-03-25T13:09:03.664Z,rainFall,5.6
Noora's farm,2021-03-26T21:52:40.746Z,pH,5.75
Noora's farm,2021-03-26T21:52:40.746Z,rainFall,0
Noora's farm,2021-03-27T03:14:43.692Z,pH,6.42
Noora's farm,2021-03-27T03:14:43.692Z,rainFall,0
Noora's farm,2021-03-26T22:37:28.613Z,temperature,2.0
Noora's farm,2021-03-27T22:37:28.613Z,pH,6.03
Noora's farm,2021-03-27T22:37:28.613Z,rainFall,0
Noora's farm,2021-03-27T23:12:27.708Z,temperature,7.8
Noora's farm,2021-03-28T22:12:27.708Z,pH,6.05
Noora's farm,2021-03-28T22:12:27.708Z,rainFall,1.6
Noora's farm,2021-03-30T16:47:43.219Z,pH,6.29
Noora's farm,2021-03-30T16:47:43.219Z,rainFall,2.1
Noora's farm,2021-03-31T01:39:33.258Z,pH,5.80
Noora's farm,2021-03-31T01:39:33.258Z,rainFall,2.0
Noora's farm,2021-03-31T07:16:15.109Z,temperature,18.9
Noora's farm,2021-04-01T07:16:15.109Z,pH,6.58
Noora's farm,2021-04-01T07:16:15.109Z,rainFall,0
Noora's farm,2021-04-02T05:28:56.133Z,pH,5.63
Noora's farm,2021-04-02T05:28:56.133Z,rainFall,0
Noora's farm,2021-04-02T08:01:55.789Z,temperature,10.6
Noora's farm,2021-04-03T08:01:55.789Z,pH,6.36
Noora's farm,2021-04-03T08:01:55.789Z,rainFall,0
Noora's farm,2021-04-04T11:02:19.464Z,pH,6.38
Noora's farm,2021-04-04T11:02:19.464Z,rainFall,6.6
Noora's farm,2021-04-04T13:15:00.695Z,temperature,21.3
Noora's farm,2021-04-04T23:15:03.316Z,pH,6.47
Noora's farm,2021-04-04T23:15:03.316Z,rainFall,0
Noora's farm,2021-04-06T13:00:37.763Z,pH,5.71
Noora's farm,2021-04-06T13:00:37.763Z,rainFall,0
Noora's farm,2021-04-07T14:51:08.611Z,pH,6.20
Noora's farm,2021-04-07T14:51:08.611Z,rainFall,0
Noora's farm,2021-04-07T20:47:50.139Z,temperature,12.0
Noora's farm,2021-04-08T06:36:16.367Z,pH,6.63
Noora's farm,2021-04-08T06:36:16.367Z,rainFall,0
Noora's farm,2021-04-09T07:23:48.730Z,pH,6.35
Noora's farm,2021-04-09T07:23:48.730Z,rainFall,0
Noora's farm,2021-04-09T19:14:37.447Z,temperature,8.8
Noora's farm,2021-04-10T19:14:37.447Z,pH,6.49
Noora's farm,2021-04-10T19:14:37.447Z,rainFall,0
Noora's farm,2021-04-11T10:51:51.623Z,pH,5.87
Noora's farm,2021-04-11T10:51:51.623Z,rainFall,0
Noora's farm,2021-04-12T02:46:48.710Z,pH,6.18
Noora's farm,2021-04-12T02:46:48.710Z,rainFall,4.1
Noora's farm,2021-04-13T09:00:17.991Z,pH,6.42
Noora's farm,2021-04-13T09:00:17.991Z,rainFall,0
Noora's farm,2021-04-13T07:04:42.468Z,temperature,10.4
Noora's farm,2021-04-13T20:00:10.944Z,temperature,7.4
Noora's farm,2021-04-14T20:00:10.944Z,pH,6.51
Noora's farm,2021-04-14T20:00:10.944Z,rainFall,7.1
Noora's farm,2021-04-14T15:31:53.404Z,temperature,17.6
Noora's farm,2021-04-15T15:31:53.404Z,pH,6.57
Noora's farm,2021-04-15T15:31:53.404Z,rainFall,2.4
Noora's farm,2021-04-15T23:24:34.228Z,pH,6.46
Noora's farm,2021-04-15T23:24:34.228Z,rainFall,0
